participant,filename,sound_prediction_score
CODA_TB_0005,1650446770945-recording-1.wav,0.94065392
CODA_TB_0005,1650446769905-recording-1.wav,0.942220688
CODA_TB_0005,1650446600251-recording-1.wav,0.939219236
CODA_TB_0005,1650446732705-recording-1.wav,0.941613257
CODA_TB_0005,1650446600891-recording-1.wav,0.942221045
CODA_TB_0005,1650446732065-recording-1.wav,0.92197901
CODA_TB_0005,1650446603211-recording-1.wav,0.942083478
CODA_TB_0005,1650446645848-recording-1.wav,0.941699266
CODA_TB_0005,1650446730825-recording-1.wav,0.94163835
CODA_TB_0005,1650446730145-recording-1.wav,0.942138493
CODA_TB_0005,1650446646328-recording-1.wav,0.939705968
CODA_TB_0005,1650446647728-recording-1.wav,0.942193866
CODA_TB_0005,1650446683590-recording-1.wav,0.941777349
CODA_TB_0005,1650446682910-recording-1.wav,0.939187288
CODA_TB_0005,1650446602731-recording-1.wav,0.936418712
CODA_TB_0005,1650446648248-recording-1.wav,0.942047656
CODA_TB_0006,1634288343152-recording-1.wav,0.887859285
CODA_TB_0006,1634288326747-recording-1.wav,0.999551356
CODA_TB_0006,1634288256374-recording-1.wav,0.97704953
CODA_TB_0007,1639538252513-recording-1.wav,0.941265047
CODA_TB_0007,1639538196014-recording-1.wav,0.926474094
CODA_TB_0007,1639538223163-recording-1.wav,0.966636181
CODA_TB_0007,1639538253353-recording-1.wav,0.960041225
CODA_TB_0007,1639538286195-recording-1.wav,0.959154069
CODA_TB_0008,1653301234818-recording-1.wav,0.924295664
CODA_TB_0008,1653301219001-recording-1.wav,0.893688202
CODA_TB_0008,1653301202071-recording-1.wav,0.909841895
CODA_TB_0008,1653301187327-recording-1.wav,0.938926876
CODA_TB_0008,1653301186847-recording-1.wav,0.935044527
CODA_TB_0008,1653301172318-recording-1.wav,0.933204651
CODA_TB_0009,1653449446302-recording-1.wav,0.928597927
CODA_TB_0009,1653449413506-recording-1.wav,0.919754267
CODA_TB_0009,1653449430310-recording-1.wav,0.939517498
CODA_TB_0009,1653449397372-recording-1.wav,0.940591693
CODA_TB_0009,1653449379486-recording-1.wav,0.932634711
CODA_TB_0009,1653449378726-recording-1.wav,0.942196965
CODA_TB_0009,1653449447142-recording-1.wav,0.91419822
CODA_TB_0009,1653449429910-recording-1.wav,0.941441953
CODA_TB_0010,1636629193194-recording-1.wav,0.968753695
CODA_TB_0010,1636629193874-recording-1.wav,0.995163083
CODA_TB_0010,1636629227567-recording-1.wav,0.988036275
CODA_TB_0010,1636629241744-recording-1.wav,0.999031663
CODA_TB_0010,1636629272403-recording-1.wav,0.999845147
CODA_TB_0010,1636629213240-recording-1.wav,0.996960223
CODA_TB_0011,1651742778329-recording-1.wav,0.927844346
CODA_TB_0011,1651742797631-recording-1.wav,0.917563915
CODA_TB_0011,1651742812781-recording-1.wav,0.883446336
CODA_TB_0011,1651742828392-recording-1.wav,0.931947827
CODA_TB_0011,1651742842811-recording-1.wav,0.935602129
CODA_TB_0012,1649037843795-recording-1.wav,0.988965571
CODA_TB_0012,1649037760392-recording-1.wav,0.989852309
CODA_TB_0012,1649037857933-recording-1.wav,0.989988506
CODA_TB_0012,1649037739854-recording-1.wav,0.989412725
CODA_TB_0012,1649037740414-recording-1.wav,0.987216175
CODA_TB_0012,1649037741894-recording-1.wav,0.989024043
CODA_TB_0013,1652665346660-recording-1.wav,0.897375166
CODA_TB_0013,1652751771459-recording-1.wav,0.930238664
CODA_TB_0013,1652665327326-recording-1.wav,0.909337938
CODA_TB_0013,1652750733385-recording-1.wav,0.942245781
CODA_TB_0013,1652750709919-recording-1.wav,0.941718876
CODA_TB_0013,1652665393107-recording-1.wav,0.918486416
CODA_TB_0013,1652665377964-recording-1.wav,0.892772913
CODA_TB_0013,1652750746136-recording-1.wav,0.941601932
CODA_TB_0014,1633398572047-recording-1.wav,0.999986649
CODA_TB_0014,1633398655052-recording-1.wav,0.935760796
CODA_TB_0014,1633398599923-recording-1.wav,0.999937654
CODA_TB_0014,1633398598323-recording-1.wav,0.999117911
CODA_TB_0014,1633398597883-recording-1.wav,0.999976754
CODA_TB_0014,1633398570727-recording-1.wav,0.996947706
CODA_TB_0014,1633398626340-recording-1.wav,0.999531269
CODA_TB_0014,1633398656012-recording-1.wav,0.999993324
CODA_TB_0014,1633398683912-recording-1.wav,0.999957442
CODA_TB_0014,1633398684352-recording-1.wav,0.999898672
CODA_TB_0014,1633398686072-recording-1.wav,0.999994874
CODA_TB_0014,1633398628060-recording-1.wav,0.999943614
CODA_TB_0014,1633398570167-recording-1.wav,0.998659253
CODA_TB_0014,1633398654652-recording-1.wav,0.999997854
CODA_TB_0016,1647427348323-recording-1.wav,0.989985108
CODA_TB_0016,1647427284797-recording-1.wav,0.990000904
CODA_TB_0016,1647427303030-recording-1.wav,0.990183234
CODA_TB_0016,1647427317772-recording-1.wav,0.990181148
CODA_TB_0016,1647427334271-recording-1.wav,0.990186632
CODA_TB_0017,1652691549373-recording-1.wav,0.92652142
CODA_TB_0017,1652691573534-recording-1.wav,0.927289844
CODA_TB_0017,1652691535145-recording-1.wav,0.867320538
CODA_TB_0018,1654077856454-recording-1.wav,0.934607029
CODA_TB_0018,1654077830694-recording-1.wav,0.868486583
CODA_TB_0018,1654077830214-recording-1.wav,0.923355222
CODA_TB_0018,1654077856894-recording-1.wav,0.895754755
CODA_TB_0018,1654077922741-recording-1.wav,0.899432123
CODA_TB_0018,1654077922221-recording-1.wav,0.901003361
CODA_TB_0018,1654077899593-recording-1.wav,0.891228557
CODA_TB_0018,1654077875621-recording-1.wav,0.941973031
CODA_TB_0018,1654077853974-recording-1.wav,0.92467469
CODA_TB_0018,1654077874461-recording-1.wav,0.919124126
CODA_TB_0019,1644325423515-recording-1.wav,0.989376962
CODA_TB_0019,1644472544225-recording-1.wav,0.990227222
CODA_TB_0019,1644472530540-recording-1.wav,0.990282297
CODA_TB_0019,1644325359035-recording-1.wav,0.990265071
CODA_TB_0019,1644472485252-recording-1.wav,0.987879336
CODA_TB_0019,1644325393723-recording-1.wav,0.989828944
CODA_TB_0019,1644472501503-recording-1.wav,0.9902637
CODA_TB_0019,1644325379421-recording-1.wav,0.989833772
CODA_TB_0019,1644472516506-recording-1.wav,0.989624619
CODA_TB_0019,1644325408266-recording-1.wav,0.990259588
CODA_TB_0020,1644213504851-recording-1.wav,0.8937006
CODA_TB_0020,1644213524906-recording-1.wav,0.851366758
CODA_TB_0020,1644213539345-recording-1.wav,0.978529692
CODA_TB_0020,1644213486266-recording-1.wav,0.945723653
CODA_TB_0020,1644213460225-recording-1.wav,0.968625546
CODA_TB_0020,1644213459505-recording-1.wav,0.937335372
CODA_TB_0020,1644213487226-recording-1.wav,0.976198971
CODA_TB_0020,1644213503211-recording-1.wav,0.952754319
CODA_TB_0021,1629708853809-recording-1.wav,0.992013633
CODA_TB_0021,1629708922185-recording-1.wav,0.956535757
CODA_TB_0021,1629708984961-recording-1.wav,0.935419261
CODA_TB_0021,1629708984361-recording-1.wav,0.882831454
CODA_TB_0021,1629708983241-recording-1.wav,0.998415709
CODA_TB_0021,1629708981561-recording-1.wav,0.9424752
CODA_TB_0021,1629708980961-recording-1.wav,0.939157963
CODA_TB_0021,1629708922745-recording-1.wav,0.984063387
CODA_TB_0021,1629708852329-recording-1.wav,0.914400339
CODA_TB_0021,1629708852729-recording-1.wav,0.890252292
CODA_TB_0021,1629708921185-recording-1.wav,0.974037766
CODA_TB_0022,1647242055461-recording-1.wav,0.988503277
CODA_TB_0022,1647242011141-recording-1.wav,0.855847895
CODA_TB_0022,1647242026685-recording-1.wav,0.981780171
CODA_TB_0022,1647242070495-recording-1.wav,0.935101628
CODA_TB_0022,1647242040877-recording-1.wav,0.983766198
CODA_TB_0023,1646029817490-recording-1.wav,0.96395725
CODA_TB_0023,1646029818810-recording-1.wav,0.989312291
CODA_TB_0023,1646029845855-recording-1.wav,0.958920538
CODA_TB_0023,1646029866649-recording-1.wav,0.98988533
CODA_TB_0023,1646029867209-recording-1.wav,0.989324689
CODA_TB_0023,1646029758494-recording-1.wav,0.881878853
CODA_TB_0023,1646029869249-recording-1.wav,0.989144444
CODA_TB_0023,1646029758974-recording-1.wav,0.911627054
CODA_TB_0023,1646029791578-recording-1.wav,0.967207015
CODA_TB_0024,1646739824856-recording-1.wav,0.986200809
CODA_TB_0024,1646739827536-recording-1.wav,0.982878745
CODA_TB_0024,1646739883756-recording-1.wav,0.990185976
CODA_TB_0024,1646739918653-recording-1.wav,0.976218224
CODA_TB_0025,1651728953110-recording-1.wav,0.941930056
CODA_TB_0025,1651728969835-recording-1.wav,0.941172302
CODA_TB_0025,1651728969355-recording-1.wav,0.941883981
CODA_TB_0025,1651729003147-recording-1.wav,0.939402938
CODA_TB_0025,1651728985238-recording-1.wav,0.942145348
CODA_TB_0025,1651729002587-recording-1.wav,0.941023707
CODA_TB_0025,1651728925273-recording-1.wav,0.94200778
CODA_TB_0026,1636618802577-recording-1.wav,0.998210669
CODA_TB_0026,1636618801697-recording-1.wav,0.999993682
CODA_TB_0026,1636618782705-recording-1.wav,0.999486923
CODA_TB_0026,1636618723908-recording-1.wav,0.999781668
CODA_TB_0026,1636618741434-recording-1.wav,0.999993324
CODA_TB_0026,1636618742074-recording-1.wav,0.987765551
CODA_TB_0026,1636618742834-recording-1.wav,0.935248733
CODA_TB_0026,1636618763932-recording-1.wav,0.999851465
CODA_TB_0026,1636618764692-recording-1.wav,0.999590933
CODA_TB_0026,1636618780345-recording-1.wav,0.999954462
CODA_TB_0026,1636618783785-recording-1.wav,0.943604708
CODA_TB_0027,1649138655841-recording-1.wav,0.983686388
CODA_TB_0027,1649138613159-recording-1.wav,0.989975452
CODA_TB_0027,1649138557010-recording-1.wav,0.967545152
CODA_TB_0027,1649138635131-recording-1.wav,0.985122144
CODA_TB_0027,1649138559610-recording-1.wav,0.988376021
CODA_TB_0027,1649138635531-recording-1.wav,0.900704443
CODA_TB_0027,1649138557530-recording-1.wav,0.981781542
CODA_TB_0027,1649138655361-recording-1.wav,0.989351511
CODA_TB_0027,1649138613599-recording-1.wav,0.981914282
CODA_TB_0027,1649138653481-recording-1.wav,0.866358817
CODA_TB_0027,1649138589048-recording-1.wav,0.975947201
CODA_TB_0027,1649138588528-recording-1.wav,0.989420295
CODA_TB_0027,1649138588128-recording-1.wav,0.936664641
CODA_TB_0027,1649138559130-recording-1.wav,0.988227427
CODA_TB_0027,1649138590888-recording-1.wav,0.989014447
CODA_TB_0028,1646901360699-recording-1.wav,0.972001553
CODA_TB_0028,1646901362499-recording-1.wav,0.987425983
CODA_TB_0028,1646901362899-recording-1.wav,0.989947975
CODA_TB_0028,1646901381288-recording-1.wav,0.984710753
CODA_TB_0028,1646901383328-recording-1.wav,0.99012816
CODA_TB_0028,1646901398696-recording-1.wav,0.86418736
CODA_TB_0028,1646901382928-recording-1.wav,0.990285039
CODA_TB_0028,1646901401096-recording-1.wav,0.960334599
CODA_TB_0028,1646901400296-recording-1.wav,0.99027884
CODA_TB_0028,1646901436594-recording-1.wav,0.986396849
CODA_TB_0028,1646901436154-recording-1.wav,0.988166869
CODA_TB_0028,1646901418787-recording-1.wav,0.989841342
CODA_TB_0028,1646901437874-recording-1.wav,0.990195632
CODA_TB_0028,1646901416987-recording-1.wav,0.990263045
CODA_TB_0028,1646901416587-recording-1.wav,0.990181148
CODA_TB_0028,1646901417427-recording-1.wav,0.98975879
CODA_TB_0029,1654078253419-recording-1.wav,0.942251325
CODA_TB_0029,1654078322203-recording-1.wav,0.921756804
CODA_TB_0029,1654078321283-recording-1.wav,0.941608071
CODA_TB_0029,1654078321763-recording-1.wav,0.937452316
CODA_TB_0029,1654078306858-recording-1.wav,0.940678
CODA_TB_0029,1654078279086-recording-1.wav,0.941595018
CODA_TB_0029,1654078276926-recording-1.wav,0.94085896
CODA_TB_0029,1654078276486-recording-1.wav,0.941813767
CODA_TB_0029,1654078276086-recording-1.wav,0.942252338
CODA_TB_0029,1654078255619-recording-1.wav,0.941950023
CODA_TB_0029,1654078255019-recording-1.wav,0.941581964
CODA_TB_0029,1654078253899-recording-1.wav,0.941778004
CODA_TB_0029,1654078278446-recording-1.wav,0.942214191
CODA_TB_0029,1654078322643-recording-1.wav,0.856542408
CODA_TB_0029,1654078343489-recording-1.wav,0.941793144
CODA_TB_0029,1654078344009-recording-1.wav,0.938557446
CODA_TB_0029,1654078341609-recording-1.wav,0.941742241
CODA_TB_0030,1634285263592-recording-1.wav,0.929144382
CODA_TB_0030,1634285235054-recording-1.wav,0.97412169
CODA_TB_0030,1634285220346-recording-1.wav,0.998978257
CODA_TB_0030,1634285203053-recording-1.wav,0.997586012
CODA_TB_0031,1651728210660-recording-1.wav,0.941809297
CODA_TB_0031,1651728211060-recording-1.wav,0.876764774
CODA_TB_0031,1651728136611-recording-1.wav,0.941870868
CODA_TB_0031,1651728176564-recording-1.wav,0.941939354
CODA_TB_0031,1651728177084-recording-1.wav,0.939431846
CODA_TB_0031,1651728192989-recording-1.wav,0.940957308
CODA_TB_0031,1651728193469-recording-1.wav,0.939994574
CODA_TB_0031,1651728137131-recording-1.wav,0.915013373
CODA_TB_0031,1651728162273-recording-1.wav,0.939755499
CODA_TB_0032,1654154808868-recording-1.wav,0.942128181
CODA_TB_0032,1654154750399-recording-1.wav,0.941947222
CODA_TB_0032,1654154774721-recording-1.wav,0.942111671
CODA_TB_0032,1654154776001-recording-1.wav,0.933391452
CODA_TB_0032,1654154847286-recording-1.wav,0.940645695
CODA_TB_0032,1654154826922-recording-1.wav,0.941821337
CODA_TB_0033,1654777776397-recording-1.wav,0.931636572
CODA_TB_0033,1654777823479-recording-1.wav,0.938030183
CODA_TB_0033,1654777809649-recording-1.wav,0.94078809
CODA_TB_0033,1654777794791-recording-1.wav,0.940872371
CODA_TB_0033,1654777839180-recording-1.wav,0.941123426
CODA_TB_0034,1646812340362-recording-1.wav,0.989431977
CODA_TB_0034,1646812324361-recording-1.wav,0.990170836
CODA_TB_0034,1646812323761-recording-1.wav,0.989873648
CODA_TB_0034,1646812191671-recording-1.wav,0.987910271
CODA_TB_0034,1646812308591-recording-1.wav,0.990271986
CODA_TB_0034,1646812340882-recording-1.wav,0.989961684
CODA_TB_0034,1646812191191-recording-1.wav,0.984809101
CODA_TB_0034,1646812308071-recording-1.wav,0.989903927
CODA_TB_0035,1640247121052-recording-1.wav,0.998968005
CODA_TB_0035,1640247148450-recording-1.wav,0.980518579
CODA_TB_0035,1640247163072-recording-1.wav,0.993901491
CODA_TB_0035,1640073233492-recording-1.wav,0.995019794
CODA_TB_0035,1640247145210-recording-1.wav,0.969358027
CODA_TB_0035,1640073185562-recording-1.wav,0.998415947
CODA_TB_0035,1640247209905-recording-1.wav,0.964527428
CODA_TB_0035,1640247179535-recording-1.wav,0.982773066
CODA_TB_0035,1640247163472-recording-1.wav,0.965712905
CODA_TB_0035,1640247121452-recording-1.wav,0.971019328
CODA_TB_0035,1640073247696-recording-1.wav,0.997625291
CODA_TB_0036,1649311031755-recording-1.wav,0.854820848
CODA_TB_0036,1649310986080-recording-1.wav,0.984205782
CODA_TB_0036,1649310968956-recording-1.wav,0.987086833
CODA_TB_0036,1649311015328-recording-1.wav,0.945259988
CODA_TB_0037,1651054206477-recording-1.wav,0.932790518
CODA_TB_0037,1651054278444-recording-1.wav,0.92354542
CODA_TB_0037,1651054236858-recording-1.wav,0.936367095
CODA_TB_0037,1651054327173-recording-1.wav,0.934479058
CODA_TB_0037,1651054204717-recording-1.wav,0.931485891
CODA_TB_0038,1647486393177-recording-1.wav,0.989521444
CODA_TB_0038,1647486445805-recording-1.wav,0.989945889
CODA_TB_0038,1647486430492-recording-1.wav,0.99023068
CODA_TB_0038,1647486391617-recording-1.wav,0.990091741
CODA_TB_0038,1647486302991-recording-1.wav,0.957434297
CODA_TB_0038,1647486449045-recording-1.wav,0.990081429
CODA_TB_0038,1647486427572-recording-1.wav,0.990212142
CODA_TB_0038,1647486414800-recording-1.wav,0.990240335
CODA_TB_0038,1647486394737-recording-1.wav,0.984947383
CODA_TB_0038,1647486429532-recording-1.wav,0.989498019
CODA_TB_0038,1647486448245-recording-1.wav,0.990016043
CODA_TB_0039,1646826749118-recording-1.wav,0.988977969
CODA_TB_0039,1646826721013-recording-1.wav,0.990228653
CODA_TB_0039,1646826749558-recording-1.wav,0.989722311
CODA_TB_0039,1646826748158-recording-1.wav,0.98723197
CODA_TB_0039,1646826800222-recording-1.wav,0.990221739
CODA_TB_0039,1646826799702-recording-1.wav,0.990087569
CODA_TB_0039,1646826723213-recording-1.wav,0.966221929
CODA_TB_0039,1646826798622-recording-1.wav,0.989459515
CODA_TB_0039,1646826798182-recording-1.wav,0.989458799
CODA_TB_0039,1646826778197-recording-1.wav,0.99002707
CODA_TB_0039,1646826692402-recording-1.wav,0.987844229
CODA_TB_0039,1646826690402-recording-1.wav,0.990223825
CODA_TB_0039,1646826690882-recording-1.wav,0.989557862
CODA_TB_0039,1646826689162-recording-1.wav,0.98678416
CODA_TB_0039,1646826723693-recording-1.wav,0.990254104
CODA_TB_0039,1646826777717-recording-1.wav,0.990069032
CODA_TB_0039,1646826747758-recording-1.wav,0.989152014
CODA_TB_0040,1632877477651-recording-1.wav,0.968968451
CODA_TB_0040,1632877478171-recording-1.wav,0.853772461
CODA_TB_0040,1632877478611-recording-1.wav,0.998722494
CODA_TB_0040,1632877506197-recording-1.wav,0.999787152
CODA_TB_0040,1632877533762-recording-1.wav,0.901926935
CODA_TB_0040,1632877507797-recording-1.wav,0.958769262
CODA_TB_0041,1657530480524-recording-1.wav,0.906780243
CODA_TB_0041,1657530451471-recording-1.wav,0.941132367
CODA_TB_0041,1657530465132-recording-1.wav,0.939207554
CODA_TB_0042,1649148750915-recording-1.wav,0.990082085
CODA_TB_0042,1649148752275-recording-1.wav,0.988389075
CODA_TB_0042,1649148885975-recording-1.wav,0.989858508
CODA_TB_0042,1649148936747-recording-1.wav,0.988459289
CODA_TB_0042,1649148952931-recording-1.wav,0.941264808
CODA_TB_0042,1649148954171-recording-1.wav,0.989447117
CODA_TB_0042,1649148978750-recording-1.wav,0.98960948
CODA_TB_0042,1649332929290-recording-1.wav,0.99027127
CODA_TB_0042,1649332958972-recording-1.wav,0.990119219
CODA_TB_0042,1649332989758-recording-1.wav,0.990227222
CODA_TB_0042,1649333004724-recording-1.wav,0.990119219
CODA_TB_0042,1649333018160-recording-1.wav,0.990085542
CODA_TB_0042,1649148999306-recording-1.wav,0.990166008
CODA_TB_0043,1627549882445-recording-1.wav,0.999840856
CODA_TB_0043,1627549904079-recording-1.wav,0.996215999
CODA_TB_0043,1627549904519-recording-1.wav,0.999940038
CODA_TB_0043,1627549861784-recording-1.wav,0.999490619
CODA_TB_0043,1627549882845-recording-1.wav,0.999633193
CODA_TB_0044,1636962992918-recording-1.wav,0.997748435
CODA_TB_0044,1636962944840-recording-1.wav,0.999765694
CODA_TB_0044,1636962964258-recording-1.wav,0.999529243
CODA_TB_0044,1636962978579-recording-1.wav,0.999896169
CODA_TB_0044,1636963009199-recording-1.wav,0.999704897
CODA_TB_0045,1646291250250-recording-1.wav,0.990133703
CODA_TB_0045,1646291272420-recording-1.wav,0.988624394
CODA_TB_0045,1646291287803-recording-1.wav,0.988519132
CODA_TB_0045,1646291249210-recording-1.wav,0.990068316
CODA_TB_0045,1646291228118-recording-1.wav,0.979942679
CODA_TB_0045,1646291184757-recording-1.wav,0.99011308
CODA_TB_0045,1646291183797-recording-1.wav,0.970346391
CODA_TB_0046,1639111560490-recording-1.wav,0.992524922
CODA_TB_0046,1639111538457-recording-1.wav,0.889434397
CODA_TB_0046,1639111602587-recording-1.wav,0.971479595
CODA_TB_0046,1639111582040-recording-1.wav,0.934557557
CODA_TB_0047,1638350264760-recording-1.wav,0.974286973
CODA_TB_0047,1638350281744-recording-1.wav,0.974763811
CODA_TB_0047,1638350296377-recording-1.wav,0.948257446
CODA_TB_0047,1638350327841-recording-1.wav,0.999959707
CODA_TB_0048,1656471176884-recording-1.wav,0.940776706
CODA_TB_0048,1656471199126-recording-1.wav,0.94196409
CODA_TB_0048,1656471159233-recording-1.wav,0.941793859
CODA_TB_0048,1656471127318-recording-1.wav,0.940015554
CODA_TB_0048,1656471126638-recording-1.wav,0.942207277
CODA_TB_0048,1656471099237-recording-1.wav,0.931585312
CODA_TB_0048,1656471098557-recording-1.wav,0.941595733
CODA_TB_0048,1656471176164-recording-1.wav,0.942184925
CODA_TB_0049,1633395967437-recording-1.wav,0.999647379
CODA_TB_0049,1633396109046-recording-1.wav,0.999562562
CODA_TB_0049,1633396056775-recording-1.wav,0.999267876
CODA_TB_0049,1633396058175-recording-1.wav,0.989637852
CODA_TB_0049,1633396058735-recording-1.wav,0.996142447
CODA_TB_0049,1633396081929-recording-1.wav,0.998864055
CODA_TB_0049,1633396084129-recording-1.wav,0.9981969
CODA_TB_0049,1633395966957-recording-1.wav,0.997793078
CODA_TB_0049,1633396109806-recording-1.wav,0.999836206
CODA_TB_0049,1633396059895-recording-1.wav,0.998824775
CODA_TB_0049,1633396112526-recording-1.wav,0.999786079
CODA_TB_0049,1633396132668-recording-1.wav,0.999991894
CODA_TB_0049,1633396132228-recording-1.wav,0.999975443
CODA_TB_0049,1633396133228-recording-1.wav,0.999996066
CODA_TB_0050,1642667888801-recording-1.wav,0.9882797
CODA_TB_0050,1642667828203-recording-1.wav,0.986939609
CODA_TB_0050,1642667828923-recording-1.wav,0.988488853
CODA_TB_0050,1642667859830-recording-1.wav,0.985128999
CODA_TB_0050,1642667905196-recording-1.wav,0.987055898
CODA_TB_0050,1642667873411-recording-1.wav,0.988598943
CODA_TB_0051,1640070384576-recording-1.wav,0.999793589
CODA_TB_0051,1640070403486-recording-1.wav,0.998653054
CODA_TB_0051,1640070467564-recording-1.wav,0.999948859
CODA_TB_0051,1640070469404-recording-1.wav,0.961410463
CODA_TB_0051,1640070405166-recording-1.wav,0.996495426
CODA_TB_0051,1640070383296-recording-1.wav,0.99824959
CODA_TB_0051,1640070426108-recording-1.wav,0.999736369
CODA_TB_0051,1640070427468-recording-1.wav,0.999440372
CODA_TB_0051,1640070441979-recording-1.wav,0.999993086
CODA_TB_0051,1640070443339-recording-1.wav,0.993750751
CODA_TB_0051,1640070444779-recording-1.wav,0.998696625
CODA_TB_0052,1656047205116-recording-1.wav,0.94175154
CODA_TB_0052,1656047152140-recording-1.wav,0.922730923
CODA_TB_0052,1656047152820-recording-1.wav,0.939783037
CODA_TB_0052,1656047171209-recording-1.wav,0.936154842
CODA_TB_0052,1656047172649-recording-1.wav,0.937164724
CODA_TB_0052,1656047187900-recording-1.wav,0.934661746
CODA_TB_0052,1656047202476-recording-1.wav,0.941325366
CODA_TB_0052,1656047203156-recording-1.wav,0.93957597
CODA_TB_0052,1656047224481-recording-1.wav,0.940073311
CODA_TB_0052,1656047222761-recording-1.wav,0.940589964
CODA_TB_0052,1656047222161-recording-1.wav,0.94193244
CODA_TB_0052,1656047187220-recording-1.wav,0.939471722
CODA_TB_0052,1656047149860-recording-1.wav,0.938080072
CODA_TB_0053,1635927142904-recording-1.wav,0.999685764
CODA_TB_0053,1635927128603-recording-1.wav,0.934962213
CODA_TB_0053,1635927113848-recording-1.wav,0.947888672
CODA_TB_0053,1635927099116-recording-1.wav,0.999557912
CODA_TB_0054,1648194181116-recording-1.wav,0.98943615
CODA_TB_0054,1648194259856-recording-1.wav,0.983777225
CODA_TB_0054,1648194260416-recording-1.wav,0.986792386
CODA_TB_0054,1646900983997-recording-1.wav,0.98835814
CODA_TB_0054,1646900963624-recording-1.wav,0.987352371
CODA_TB_0054,1646900961024-recording-1.wav,0.988808751
CODA_TB_0054,1646900961664-recording-1.wav,0.986004055
CODA_TB_0054,1646901007327-recording-1.wav,0.905973315
CODA_TB_0054,1646901056649-recording-1.wav,0.969029367
CODA_TB_0054,1646901058249-recording-1.wav,0.981553793
CODA_TB_0054,1646901058689-recording-1.wav,0.988170326
CODA_TB_0054,1646918099105-recording-1.wav,0.957976699
CODA_TB_0054,1646918138882-recording-1.wav,0.865418732
CODA_TB_0054,1646918184429-recording-1.wav,0.955278993
CODA_TB_0054,1648194181556-recording-1.wav,0.946524382
CODA_TB_0054,1648194181956-recording-1.wav,0.99025476
CODA_TB_0054,1648194203327-recording-1.wav,0.960713327
CODA_TB_0054,1646918157750-recording-1.wav,0.987445235
CODA_TB_0054,1648194242874-recording-1.wav,0.99009037
CODA_TB_0054,1648194241554-recording-1.wav,0.982850552
CODA_TB_0054,1648194224097-recording-1.wav,0.958225429
CODA_TB_0054,1648194204207-recording-1.wav,0.988988996
CODA_TB_0055,1648034735121-recording-1.wav,0.984903336
CODA_TB_0055,1648034616774-recording-1.wav,0.956851602
CODA_TB_0055,1648034593810-recording-1.wav,0.923907995
CODA_TB_0055,1648034591490-recording-1.wav,0.933989942
CODA_TB_0056,1646636555156-recording-1.wav,0.988774359
CODA_TB_0056,1646388059646-recording-1.wav,0.990205228
CODA_TB_0056,1646636608374-recording-1.wav,0.949360728
CODA_TB_0056,1646636609414-recording-1.wav,0.988315463
CODA_TB_0056,1646636611054-recording-1.wav,0.989855051
